fixed acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality,is_red,so2_ratio,volatile_acidity_ratio
7.6,0.26,6.5,0.042,160.0,0.9944,3.14,0.47,10.7,5,0,0.2,0.038157894736842106
6.5,0.2,1.4,0.024,101.0,0.9916,3.24,0.54,10.8,6,0,0.2871287128712871,0.038461538461538464
7.2,0.33,12.7,0.049,183.0,0.9987,3.41,0.4,9.8,5,0,0.273224043715847,0.03194444444444444
7.9,0.36,1.6,0.038,124.0,0.9928,3.25,0.48,11.0,5,0,0.08870967741935484,0.044303797468354424
8.8,0.28,1.1,0.018,72.0,0.9926,2.97,0.35,10.4,5,0,0.25,0.022727272727272728
5.7,0.32,1.2,0.046,155.0,0.9934,3.635,0.41,10.2,6,0,0.12903225806451613,0.04736842105263158
7.6,0.26,6.5,0.042,160.0,0.9944,3.14,0.47,10.7,5,0,0.2,0.038157894736842106
5.5,0.27,4.6,0.029,104.0,0.9949,3.34,0.44,9.0,5,0,0.21153846153846154,0.025454545454545455
8.7,0.35,0.6,0.042,71.0,0.9926,3.08,0.38,10.6,5,0,0.15492957746478872,0.027586206896551724
6.7,0.45,10.6,0.032,212.0,0.997,3.22,0.59,9.5,6,0,0.2641509433962264,0.04477611940298507
5.5,0.27,4.6,0.029,104.0,0.9949,3.34,0.44,9.0,5,0,0.21153846153846154,0.025454545454545455
5.6,0.27,4.8,0.028,104.0,0.9948,3.34,0.45,9.2,6,0,0.21153846153846154,0.023214285714285715
7.4,0.34,2.7,0.03,107.0,0.992,2.97,0.53,11.0,6,0,0.2803738317757009,0.024324324324324322
5.7,0.04,12.6,0.034,115.0,0.9964,3.28,0.63,9.9,6,0,0.19130434782608696,0.06754385964912281
8.7,0.35,0.6,0.042,71.0,0.9926,3.08,0.38,10.6,5,0,0.15492957746478872,0.027586206896551724
8.3,0.43,9.2,0.046,126.0,0.9982,3.38,0.47,9.3,5,0,0.1746031746031746,0.03975903614457831
6.8,0.44,6.6,0.052,156.0,0.9955,3.14,0.41,9.6,5,0,0.1794871794871795,0.05
6.8,0.44,7.0,0.05,155.0,0.9955,3.14,0.42,9.5,5,0,0.1870967741935484,0.04852941176470588
6.3,0.24,8.45,0.031,172.0,0.9958,3.39,0.57,9.7,7,0,0.18604651162790697,0.04444444444444445
9.65,0.38,11.1,0.034,123.0,0.9997,2.93,0.55,9.7,3,0,0.12195121951219512,0.02383419689119171
6.8,0.27,17.549999999999997,0.042,146.0,1.0001,3.3,0.36,8.7,5,0,0.2808219178082192,0.030882352941176472
6.8,0.27,17.549999999999997,0.042,146.0,1.0001,3.3,0.36,8.7,5,0,0.2808219178082192,0.030882352941176472
8.6,0.29,4.1,0.026,101.0,0.9918,3.01,0.38,12.4,5,0,0.18811881188118812,0.0563953488372093
8.6,0.29,4.1,0.026,101.0,0.9918,3.01,0.38,12.4,5,0,0.18811881188118812,0.0563953488372093
7.3,0.29,4.6,0.029,155.0,0.9931,3.07,0.26,10.6,6,0,0.17419354838709677,0.03972602739726027
6.8,0.27,17.549999999999997,0.042,146.0,1.0001,3.3,0.36,8.7,5,0,0.2808219178082192,0.030882352941176472
6.7,0.31,4.9,0.031,151.0,0.9926,3.36,0.82,12.0,7,0,0.13245033112582782,0.04626865671641791
7.3,0.37,8.3,0.044,227.0,0.9966,3.12,0.47,9.0,5,0,0.19823788546255505,0.03972602739726027
5.7,0.46,1.4,0.04,169.0,0.9932,3.13,0.47,8.8,5,0,0.1834319526627219,0.08070175438596491
6.8,0.44,11.5,0.04,223.0,0.9969,3.22,0.56,9.5,5,0,0.2600896860986547,0.0411764705882353
6.7,0.33,1.8,0.036,96.0,0.9925,3.32,0.4,10.8,6,0,0.23958333333333334,0.034328358208955224
6.9,0.25,1.6,0.047,132.0,0.9914,3.16,0.48,11.4,5,0,0.25757575757575757,0.02463768115942029
7.6,0.36,2.4,0.049,123.0,0.996,3.6,0.46,10.3,5,0,0.3089430894308943,0.02368421052631579
6.6,0.28,4.9,0.042,180.0,0.9952,3.3,0.75,9.5,6,0,0.2833333333333333,0.03333333333333333
7.8,0.28,1.8,0.05,127.0,0.9934,3.15,0.44,9.9,5,0,0.16535433070866143,0.03461538461538462
7.7,0.29,4.3,0.051,142.0,0.9939,3.16,0.39,10.2,5,0,0.176056338028169,0.03636363636363637
7.6,0.29,4.4,0.051,146.0,0.9939,3.16,0.39,10.2,5,0,0.1780821917808219,0.038157894736842106
5.7,0.18,1.4,0.029,104.0,0.9906,3.44,0.37,11.0,6,0,0.25,0.056140350877192984
7.1,0.25,1.6,0.03,126.0,0.9901,3.22,0.34,12.1,7,0,0.1984126984126984,0.04647887323943663
7.3,0.3,1.3,0.057,173.0,0.9948,3.26,0.51,9.1,6,0,0.14450867052023122,0.04657534246575343
6.5,0.26,5.2,0.04,140.0,0.995,3.26,0.68,9.5,6,0,0.22142857142857142,0.02923076923076923
6.6,0.27,5.6,0.043,164.0,0.9953,3.27,0.76,9.5,5,0,0.2621951219512195,0.03484848484848485
6.6,0.29,5.3,0.045,189.0,0.9953,3.31,0.79,9.8,5,0,0.30158730158730157,0.040909090909090916
6.6,0.28,4.9,0.042,180.0,0.9952,3.3,0.75,9.5,6,0,0.2833333333333333,0.03333333333333333
7.6,0.36,2.4,0.049,123.0,0.996,3.6,0.46,10.3,5,0,0.3089430894308943,0.02368421052631579
6.8,0.32,1.6,0.039,124.0,0.9948,3.3,0.67,9.6,5,0,0.08064516129032258,0.052941176470588235
7.0,0.39,2.1,0.055,198.0,0.9951,3.52,0.54,10.2,6,0,0.19696969696969696,0.03142857142857143
5.9,0.3,1.4,0.042,119.0,0.9931,3.635,0.72,10.5,6,0,0.21008403361344538,0.0288135593220339
7.4,0.32,7.1,0.044,117.0,0.9962,3.32,0.41,10.4,4,0,0.1452991452991453,0.06081081081081081
6.8,0.32,1.6,0.039,124.0,0.9948,3.3,0.67,9.6,5,0,0.08064516129032258,0.052941176470588235
7.5,0.14,10.7,0.046,95.0,0.9959,3.22,0.33,10.7,5,0,0.18947368421052632,0.056
7.5,0.32,11.1,0.036,119.0,0.9962,3.15,0.34,10.5,6,0,0.21008403361344538,0.044000000000000004
9.4,0.32,10.7,0.029,111.0,0.9958,2.85,0.42,10.6,5,0,0.12612612612612611,0.031914893617021274
7.9,0.32,1.6,0.053,150.0,0.9948,3.29,0.76,9.6,6,0,0.31333333333333335,0.021518987341772152
7.9,0.32,1.6,0.053,150.0,0.9948,3.29,0.76,9.6,6,0,0.31333333333333335,0.021518987341772152
8.2,0.32,1.5,0.05,101.0,0.994,3.14,0.58,9.5,5,0,0.16831683168316833,0.020731707317073175
8.3,0.31,1.5,0.049,153.0,0.9942,3.12,0.58,9.4,6,0,0.3137254901960784,0.020481927710843374
8.7,0.3,1.6,0.046,130.0,0.9942,3.22,0.38,9.8,6,0,0.2230769230769231,0.017241379310344827
7.9,0.32,1.6,0.053,150.0,0.9948,3.29,0.76,9.6,6,0,0.31333333333333335,0.021518987341772152
7.2,0.19,8.0,0.044,172.0,0.9964,3.16,0.44,9.2,5,0,0.29651162790697677,0.034722222222222224
7.2,0.19,7.7,0.045,176.0,0.9958,3.17,0.38,9.5,5,0,0.30113636363636365,0.03333333333333333
5.3,0.03999999999999998,2.7,0.043,93.0,0.9932,3.34,0.38,9.2,5,0,0.2903225806451613,0.12358490566037737
6.6,0.53,15.1,0.052,136.0,0.9986,2.94,0.35,9.4,5,0,0.16176470588235295,0.03333333333333333
6.6,0.53,15.1,0.052,136.0,0.9986,2.94,0.35,9.4,5,0,0.16176470588235295,0.03333333333333333
8.4,0.4,8.9,0.048,146.0,0.9988,3.4,0.46,9.3,5,0,0.22602739726027396,0.03333333333333333
6.8,0.34,6.0,0.05,129.0,0.9953,3.19,0.4,9.1,5,0,0.03875968992248062,0.047058823529411764
6.7,0.33,12.3,0.046,145.0,0.9983,3.36,0.4,9.5,5,0,0.21379310344827587,0.035820895522388055
7.4,0.36,13.1,0.056,163.0,1.0,3.42,0.35,9.1,6,0,0.44171779141104295,0.024324324324324322
6.0,0.3,6.7,0.043,153.0,0.9951,3.63,0.46,10.6,5,0,0.28104575163398693,0.02666666666666667
6.7,0.33,12.3,0.046,145.0,0.9983,3.36,0.4,9.5,5,0,0.21379310344827587,0.035820895522388055
6.8,0.35,2.3,0.042,85.0,0.9906,3.19,0.56,12.4,6,0,0.18823529411764706,0.0411764705882353
6.2,0.3,11.1,0.047,237.0,0.9981,3.18,0.49,8.7,5,0,0.11814345991561181,0.054838709677419356
6.0,0.15,1.5,0.056,128.0,0.9936,3.12,0.45,8.8,5,0,0.2734375,0.045000000000000005
6.0,0.3,6.7,0.043,153.0,0.9951,3.63,0.46,10.6,5,0,0.28104575163398693,0.02666666666666667
6.8,0.34,6.0,0.05,129.0,0.9953,3.19,0.4,9.1,5,0,0.03875968992248062,0.047058823529411764
8.5,0.47,15.2,0.057,234.0,1.0005,3.02,0.66,9.0,5,0,0.17094017094017094,0.028235294117647056
8.1,0.33,10.2,0.048,141.0,0.9972,3.16,0.48,10.3,6,0,0.3262411347517731,0.02962962962962963
7.4,0.36,13.1,0.056,163.0,1.0,3.42,0.35,9.1,6,0,0.44171779141104295,0.024324324324324322
7.7,0.31,10.7,0.038,186.0,0.9969,3.12,0.55,9.5,6,0,0.3172043010752688,0.02987012987012987
6.5,0.25,17.1,0.05,138.0,1.0001,3.3,0.37,8.8,5,0,0.3188405797101449,0.033846153846153845
6.5,0.25,17.1,0.05,138.0,1.0001,3.3,0.37,8.8,5,0,0.3188405797101449,0.033846153846153845
6.5,0.25,17.1,0.05,138.0,1.0001,3.3,0.37,8.8,5,0,0.3188405797101449,0.033846153846153845
5.7,0.15,1.9,0.05,93.0,0.9934,3.38,0.62,9.9,5,0,0.21505376344086022,0.05789473684210526
7.7,0.31,10.7,0.038,186.0,0.9969,3.12,0.55,9.5,6,0,0.3172043010752688,0.02987012987012987
6.5,0.25,17.1,0.05,138.0,1.0001,3.3,0.37,8.8,5,0,0.3188405797101449,0.033846153846153845
6.8,0.27,1.2,0.034,68.0,0.9902,3.14,0.37,11.7,4,0,0.27941176470588236,0.029411764705882356
7.7,0.32,1.2,0.04,117.0,0.993,3.21,0.56,10.8,5,0,0.2222222222222222,0.033766233766233764
6.4,0.32,3.1,0.041,126.0,0.9914,3.43,0.42,12.0,6,0,0.14285714285714285,0.03125
8.0,0.36,1.5,0.033,122.0,0.9941,3.2,0.39,10.3,4,0,0.11475409836065574,0.02
6.8,0.27,10.7,0.076,154.0,0.9967,3.05,0.38,9.0,5,0,0.3051948051948052,0.03676470588235294
7.7,0.28,4.9,0.035,109.0,0.9918,3.19,0.58,12.2,7,0,0.3302752293577982,0.05064935064935065
6.9,0.33,12.6,0.051,173.0,0.998,3.39,0.38,9.9,5,0,0.34104046242774566,0.03768115942028986
6.8,0.27,10.7,0.076,154.0,0.9967,3.05,0.38,9.0,5,0,0.3051948051948052,0.03676470588235294
7.7,0.28,4.9,0.035,109.0,0.9918,3.19,0.58,12.2,7,0,0.3302752293577982,0.05064935064935065
6.0,0.22,12.15,0.048,163.0,0.9957,3.2,0.46,10.1,5,0,0.25766871165644173,0.04666666666666667
6.5,0.28,12.0,0.056,174.0,0.9986,3.31,0.55,9.3,5,0,0.13218390804597702,0.06615384615384615
9.1,0.38,1.7,0.062,274.5,0.9958,3.1,0.7,9.5,5,0,0.18397085610200364,0.03626373626373627
5.9,0.05,2.6,0.054,146.0,0.9948,3.43,0.5,9.2,6,0,0.2465753424657534,0.0847457627118644
6.8,0.39,1.4,0.036,115.0,0.9918,3.27,0.72,11.7,5,0,0.13043478260869565,0.0411764705882353
7.0,0.24,1.9,0.04,144.0,0.9923,3.35,0.38,11.0,5,0,0.14583333333333334,0.049999999999999996
7.1,0.32,16.9,0.056,158.0,0.9998,3.37,0.38,9.6,6,0,0.310126582278481,0.030985915492957747
7.1,0.32,16.9,0.056,158.0,0.9998,3.37,0.38,9.6,6,0,0.310126582278481,0.030985915492957747
8.3,0.27,2.1,0.03,162.0,0.9914,2.99,0.68,11.9,6,0,0.13580246913580246,0.028915662650602407
6.8,0.32,7.0,0.041,118.0,0.9939,3.25,0.52,10.8,6,0,0.3220338983050847,0.03823529411764706
7.2,0.26,7.1,0.054,224.0,0.9966,3.38,0.55,10.1,5,0,0.18303571428571427,0.022222222222222223
7.9,0.36,5.9,0.058,132.0,0.995,3.25,0.52,10.9,6,0,0.23484848484848486,0.022784810126582275
7.2,0.26,7.1,0.054,224.0,0.9966,3.38,0.55,10.1,5,0,0.18303571428571427,0.022222222222222223
5.5,0.32,8.7,0.06,102.0,0.994,3.27,0.31,10.4,5,0,0.18627450980392157,0.04363636363636363
7.1,0.6000000000000001,13.2,0.056,105.0,0.9972,3.05,0.39,9.2,5,0,0.11428571428571428,0.04647887323943663
7.7,0.35,15.3,0.056,117.0,0.9998,3.27,0.5,9.6,5,0,0.26495726495726496,0.03636363636363637
7.7,0.35,15.3,0.056,117.0,0.9998,3.27,0.5,9.6,5,0,0.26495726495726496,0.03636363636363637
7.5,0.52,13.2,0.047,179.0,0.9982,3.1,0.46,9.0,5,0,0.3575418994413408,0.034666666666666665
6.5,0.32,2.7,0.037,89.0,0.9924,3.4,0.74,11.5,7,0,0.20224719101123595,0.02153846153846154
8.2,0.32,10.65,0.053,145.0,0.9972,3.17,0.48,10.2,6,0,0.36551724137931035,0.025609756097560978
7.2,0.31,10.0,0.054,165.0,0.997,3.4,0.42,9.9,6,0,0.296969696969697,0.02777777777777778
7.2,0.3,6.8,0.056,105.0,0.9954,3.44,0.4,9.6,6,0,0.24761904761904763,0.01597222222222222
6.4,0.2,15.6,0.04,142.0,0.9962,3.1,0.54,10.6,5,0,0.14084507042253522,0.04531249999999999
7.1,0.6000000000000001,13.2,0.056,105.0,0.9972,3.05,0.39,9.2,5,0,0.11428571428571428,0.04647887323943663
6.8,0.34,5.1,0.038,99.0,0.9921,3.24,0.46,11.8,6,0,0.31313131313131315,0.03529411764705882
7.0,0.34,3.0,0.035,102.0,0.9905,3.18,0.43,12.2,6,0,0.35294117647058826,0.03428571428571429
7.7,0.35,15.3,0.056,117.0,0.9998,3.27,0.5,9.6,5,0,0.26495726495726496,0.03636363636363637
7.0,0.33,2.1,0.052,76.0,0.993,3.2,0.41,10.6,6,0,0.19736842105263158,0.03142857142857143
7.5,0.39,1.9,0.054,91.0,0.9941,3.27,0.45,10.3,6,0,0.25274725274725274,0.024
9.65,0.45,8.6,0.052,187.0,0.9994,3.12,0.59,10.2,4,0,0.18181818181818182,0.06787564766839378
7.8,0.33,8.75,0.035,181.0,0.9962,3.11,0.46,10.7,5,0,0.18232044198895028,0.03717948717948718
7.9,0.32,3.6,0.038,76.0,0.992,3.05,0.31,11.7,4,0,0.11842105263157894,0.035443037974683546
8.5,0.27,4.7,0.031,92.0,0.9922,3.01,0.33,12.0,6,0,0.33695652173913043,0.029411764705882353
7.4,0.27,1.3,0.048,105.0,0.994,3.52,0.66,10.6,6,0,0.24761904761904763,0.024324324324324322
6.3,0.37,1.8,0.031,61.0,0.9897,3.3,0.34,12.2,4,0,0.09836065573770492,0.03809523809523809
6.0,0.38,9.7,0.04,124.0,0.9954,3.47,0.48,11.0,6,0,0.23387096774193547,0.055
6.8,0.28,4.0,0.03,79.0,0.99,3.23,0.46,12.4,7,0,0.3670886075949367,0.054411764705882354
9.65,0.23,2.4,0.087,115.0,0.9948,2.795,0.44,9.4,6,0,0.16521739130434782,0.05077720207253886
8.5,0.27,4.7,0.031,92.0,0.9922,3.01,0.33,12.0,6,0,0.33695652173913043,0.029411764705882353
8.4,0.28,17.549999999999997,0.028,130.0,0.998,2.96,0.35,11.6,5,0,0.4230769230769231,0.02619047619047619
7.0,0.31,1.8,0.069,162.0,0.9944,3.18,0.47,9.4,5,0,0.09259259259259259,0.049999999999999996
7.0,0.31,1.8,0.069,162.0,0.9944,3.18,0.47,9.4,5,0,0.09259259259259259,0.049999999999999996
7.4,0.3,12.8,0.053,229.0,0.9986,3.14,0.49,9.1,7,0,0.21179039301310043,0.025675675675675674
7.4,0.3,12.8,0.053,229.0,0.9986,3.14,0.49,9.1,7,0,0.21179039301310043,0.025675675675675674
7.4,0.3,12.8,0.053,229.0,0.9986,3.14,0.49,9.1,7,0,0.21179039301310043,0.025675675675675674
7.4,0.3,12.8,0.053,229.0,0.9986,3.14,0.49,9.1,7,0,0.21179039301310043,0.025675675675675674
7.4,0.3,12.8,0.053,229.0,0.9986,3.14,0.49,9.1,7,0,0.21179039301310043,0.025675675675675674
6.9,0.13,7.8,0.042,117.0,0.996,3.23,0.37,9.2,5,0,0.09401709401709402,0.0463768115942029
7.6,0.58,16.75,0.05,163.0,0.9999,3.15,0.54,9.2,5,0,0.26380368098159507,0.04210526315789474
7.4,0.3,12.8,0.053,229.0,0.9986,3.14,0.49,9.1,7,0,0.21179039301310043,0.025675675675675674
7.4,0.3,12.8,0.053,212.0,0.9986,3.14,0.49,9.1,7,0,0.22877358490566038,0.025675675675675674
6.9,0.13,7.8,0.042,117.0,0.996,3.23,0.37,9.2,5,0,0.09401709401709402,0.0463768115942029
6.0,0.24,5.4,0.06,126.0,0.9951,3.25,0.44,9.0,7,0,0.18253968253968253,0.05666666666666667
7.6,0.58,16.75,0.05,163.0,0.9999,3.15,0.54,9.2,5,0,0.26380368098159507,0.04210526315789474
7.7,0.31,1.3,0.047,106.0,0.993,3.22,0.55,10.8,6,0,0.3113207547169811,0.031168831168831165
8.0,0.43,10.1,0.053,146.0,0.9982,3.4,0.46,9.5,6,0,0.19863013698630136,0.045
7.4,0.25,3.8,0.044,114.0,0.992,3.11,0.4,11.0,6,0,0.2631578947368421,0.039189189189189184
6.6,0.27,10.9,0.041,146.0,0.9963,3.24,0.47,10.0,5,0,0.2534246575342466,0.04848484848484849
6.3,0.24,6.6,0.04,141.0,0.995,3.22,0.47,9.5,5,0,0.2695035460992908,0.047619047619047616
6.4,0.24,9.8,0.041,109.0,0.9956,3.29,0.47,10.1,6,0,0.26605504587155965,0.0515625
7.5,0.31,11.7,0.051,94.0,0.997,3.19,0.44,9.5,7,0,0.2553191489361702,0.024
6.5,0.6000000000000001,1.2,0.10550000000000001,74.0,0.9936,3.08,0.53,9.5,5,0,0.1891891891891892,0.060000000000000005
6.8,0.18,1.4,0.056,137.0,0.9935,3.11,0.42,9.5,5,0,0.0948905109489051,0.03676470588235294
6.4,0.32,9.6,0.052,90.0,0.9963,3.35,0.49,9.4,6,0,0.26666666666666666,0.028124999999999997
7.1,0.32,12.2,0.048,125.0,0.9967,2.92,0.54,9.4,6,0,0.288,0.02535211267605634
7.6,0.42,2.6,0.044,110.0,0.9912,3.31,0.51,12.7,6,0,0.2636363636363636,0.03552631578947369
9.2,0.35,10.7,0.037,145.0,0.9981,3.09,0.32,9.7,5,0,0.23448275862068965,0.025
7.9,0.41,4.9,0.058,153.0,0.9966,3.27,0.51,9.7,6,0,0.20261437908496732,0.035443037974683546
7.1,0.32,12.2,0.048,125.0,0.9967,2.92,0.54,9.4,6,0,0.288,0.02535211267605634
6.4,0.32,9.6,0.052,90.0,0.9963,3.35,0.49,9.4,6,0,0.26666666666666666,0.028124999999999997
6.8,0.18,1.4,0.056,137.0,0.9935,3.11,0.42,9.5,5,0,0.0948905109489051,0.03676470588235294
7.0,0.26,1.1,0.037,71.0,0.9902,3.1,0.38,11.7,6,0,0.28169014084507044,0.03142857142857143
7.3,0.29,1.0,0.036,101.0,0.99,3.09,0.37,11.7,6,0,0.25742574257425743,0.024657534246575342
7.1,0.19,8.2,0.051,187.0,0.996,3.16,0.52,9.7,5,0,0.28342245989304815,0.036619718309859155
6.6,0.42,11.3,0.049,231.0,0.9966,3.24,0.52,9.5,6,0,0.3333333333333333,0.03787878787878788
6.4,0.23,7.3,0.069,157.0,0.9962,3.25,0.53,9.1,5,0,0.19745222929936307,0.0375
6.0,0.27,2.3,0.051,147.0,0.994,3.23,0.67,10.3,6,0,0.1564625850340136,0.04666666666666667
7.1,0.19,8.2,0.051,187.0,0.996,3.16,0.52,9.7,5,0,0.28342245989304815,0.036619718309859155
7.8,0.38,2.1,0.058,167.0,0.994,3.21,0.55,9.9,5,0,0.08383233532934131,0.030769230769230767
7.6,0.33,2.0,0.059,175.0,0.9944,3.22,0.56,9.9,5,0,0.10857142857142857,0.03552631578947369
7.7,0.34,10.0,0.056,178.0,0.9974,3.26,0.6,10.2,5,0,0.19662921348314608,0.05064935064935065
8.9,0.33,15.75,0.035,132.0,0.996,3.0,0.37,12.1,6,0,0.12121212121212122,0.026966292134831458
6.6,0.24,3.9,0.045,138.0,0.9922,3.15,0.64,11.3,7,0,0.2608695652173913,0.03484848484848485
7.1,0.3,2.0,0.031,128.0,0.9917,3.19,0.49,11.4,5,0,0.1015625,0.036619718309859155
7.0,0.35,1.5,0.039,125.0,0.9918,3.17,0.64,12.2,6,0,0.192,0.045714285714285714
7.4,0.26,1.6,0.058,150.0,0.9936,3.18,0.5,9.9,7,0,0.35333333333333333,0.03243243243243243
6.9,0.33,1.4,0.056,136.0,0.9938,3.63,0.78,10.3,6,0,0.25735294117647056,0.03043478260869565
7.0,0.35,1.5,0.039,125.0,0.9918,3.17,0.64,12.2,6,0,0.192,0.045714285714285714
7.4,0.29,1.4,0.047,107.0,0.9939,3.52,0.65,10.4,6,0,0.21495327102803738,0.022972972972972974
7.1,0.3,2.0,0.031,128.0,0.9917,3.19,0.49,11.4,5,0,0.1015625,0.036619718309859155
8.5,0.34,13.8,0.041,161.0,0.9981,3.13,0.4,9.9,6,0,0.19875776397515527,0.03294117647058824
7.8,0.37,1.3,0.051,96.0,0.9941,3.32,0.62,10.0,5,0,0.16666666666666666,0.038461538461538464
8.1,0.38,3.8,0.051,129.0,0.9928,3.21,0.38,11.5,6,0,0.13953488372093023,0.0308641975308642
7.7,0.29,6.9,0.041,163.0,0.9952,3.44,0.6,10.5,6,0,0.17791411042944785,0.03636363636363637
6.5,0.36,2.2,0.027,134.0,0.9898,3.28,0.36,12.5,7,0,0.26865671641791045,0.03692307692307692
7.0,0.32,1.6,0.045,120.0,0.9914,2.98,0.44,10.5,6,0,0.3333333333333333,0.03142857142857143
8.5,0.34,13.8,0.041,161.0,0.9981,3.13,0.4,9.9,6,0,0.19875776397515527,0.03294117647058824
8.0,0.28,10.8,0.051,157.0,0.9957,3.06,0.47,11.4,7,0,0.1592356687898089,0.05625
6.9,0.33,12.8,0.056,169.0,0.998,3.42,0.42,9.8,6,0,0.2603550295857988,0.03333333333333333
8.0,0.28,10.8,0.051,157.0,0.9957,3.06,0.47,11.4,7,0,0.1592356687898089,0.05625
7.6,0.26,15.3,0.067,166.0,0.9986,3.03,0.44,9.2,4,0,0.1927710843373494,0.030263157894736846
7.7,0.58,12.1,0.046,177.0,0.9983,3.08,0.46,8.9,5,0,0.3389830508474576,0.03636363636363637
7.7,0.6000000000000001,12.0,0.046,179.0,0.9982,3.07,0.46,8.9,5,0,0.3575418994413408,0.03506493506493507
7.1,0.36,11.6,0.042,124.0,0.997,2.92,0.59,9.5,7,0,0.3629032258064516,0.028169014084507046
6.9,0.35,9.2,0.034,150.0,0.9947,3.21,0.36,11.5,6,0,0.28,0.036231884057971016
7.1,0.36,11.6,0.042,124.0,0.997,2.92,0.59,9.5,7,0,0.3629032258064516,0.028169014084507046
6.9,0.35,9.2,0.034,150.0,0.9947,3.21,0.36,11.5,6,0,0.28,0.036231884057971016
8.4,0.31,2.8,0.054,89.0,0.99416,2.96,0.45,9.5,6,0,0.1797752808988764,0.023809523809523808
6.5,0.35,1.6,0.049,164.0,0.99516,3.35,0.51,9.7,5,0,0.06097560975609756,0.060000000000000005
7.2,0.38,6.1,0.067,90.0,0.99496,3.17,0.79,9.7,5,0,0.2222222222222222,0.03194444444444444
6.9,0.42,8.5,0.048,147.0,0.9974,3.32,0.46,9.5,6,0,0.06802721088435375,0.06376811594202898
7.1,0.19,7.8,0.04,184.0,0.99579,3.16,0.5,9.4,5,0,0.2608695652173913,0.03943661971830986
6.4,0.2,14.9,0.06,162.0,0.9983,3.13,0.45,9.0,4,0,0.22839506172839505,0.053125
6.1,0.29,6.2,0.046,151.0,0.99471,3.6,0.44,10.6,6,0,0.2582781456953642,0.02459016393442623
6.9,0.42,8.5,0.048,147.0,0.9974,3.32,0.46,9.5,6,0,0.06802721088435375,0.06376811594202898
7.2,0.18,8.2,0.042,180.0,0.99644,3.16,0.49,9.1,5,0,0.22777777777777777,0.04027777777777777
7.1,0.19,7.8,0.04,184.0,0.99579,3.16,0.5,9.4,5,0,0.2608695652173913,0.03943661971830986
6.1,0.45,10.6,0.094,169.0,0.99699,3.05,0.54,8.8,5,0,0.28994082840236685,0.03770491803278689
6.7,0.42,11.2,0.047,171.0,0.99758,3.54,0.74,10.4,5,0,0.30409356725146197,0.034328358208955224
7.0,0.14,11.6,0.043,228.0,0.9977,3.13,0.51,8.9,5,0,0.15350877192982457,0.05142857142857143
7.5,0.24,7.1,0.031,141.0,0.99397,3.16,0.38,10.6,7,0,0.19858156028368795,0.04133333333333333
6.4,0.2,14.9,0.06,162.0,0.9983,3.13,0.45,9.0,4,0,0.22839506172839505,0.053125
6.1,0.29,6.2,0.046,151.0,0.99471,3.6,0.44,10.6,6,0,0.2582781456953642,0.02459016393442623
7.4,0.29,1.7,0.047,100.0,0.99243,3.28,0.45,10.6,6,0,0.16,0.02702702702702703
6.3,0.18,7.7,0.048,186.0,0.9962,3.23,0.47,9.0,5,0,0.24193548387096775,0.042857142857142864
9.2,0.54,17.3,0.06,235.0,1.00182,3.08,0.61,8.8,6,0,0.19574468085106383,0.036956521739130443
7.4,0.29,1.4,0.042,101.0,0.99384,3.54,0.6,10.5,7,0,0.33663366336633666,0.024324324324324322
7.2,0.2,7.7,0.046,174.0,0.99582,3.16,0.52,9.5,5,0,0.29310344827586204,0.04027777777777777
6.3,0.18,7.7,0.048,186.0,0.9962,3.23,0.47,9.0,5,0,0.24193548387096775,0.042857142857142864
6.2,0.19,3.4,0.049,172.0,0.9924,3.14,0.43,10.4,6,0,0.27325581395348836,0.041935483870967745
7.3,0.21,1.6,0.046,133.0,0.99466,3.38,0.46,10.0,6,0,0.2631578947368421,0.028767123287671233
7.1,0.35,1.4,0.039,128.0,0.99212,2.97,0.68,10.4,5,0,0.1875,0.01971830985915493
7.2,0.54,1.4,0.10550000000000001,132.0,0.99449,3.11,0.53,9.0,6,0,0.25757575757575757,0.05416666666666667
7.6,0.28,10.4,0.049,205.0,0.99748,3.24,0.45,9.3,5,0,0.2780487804878049,0.06315789473684211
7.2,0.54,1.4,0.10550000000000001,132.0,0.99449,3.11,0.53,9.0,6,0,0.25757575757575757,0.05416666666666667
7.6,0.28,10.4,0.049,205.0,0.99748,3.24,0.45,9.3,5,0,0.2780487804878049,0.06315789473684211
6.5,0.31,4.1,0.061,134.0,0.99475,3.18,0.45,9.0,6,0,0.14925373134328357,0.05538461538461538
8.5,0.31,2.8,0.032,61.0,0.99189,3.06,0.44,11.5,6,0,0.18032786885245902,0.029411764705882353
6.9,0.21,15.7,0.056,159.0,0.99827,3.11,0.48,9.0,5,0,0.3081761006289308,0.043478260869565216
6.6,0.43,10.9,0.045,154.0,0.99752,3.52,0.77,10.4,6,0,0.34415584415584416,0.02878787878787879
6.9,0.21,15.7,0.056,159.0,0.99827,3.11,0.48,9.0,5,0,0.3081761006289308,0.043478260869565216
9.4,0.32,6.5,0.027,167.0,0.99479,3.08,0.43,10.6,5,0,0.11976047904191617,0.04468085106382978
6.6,0.43,10.9,0.045,154.0,0.99752,3.52,0.77,10.4,6,0,0.34415584415584416,0.02878787878787879
6.3,0.3,5.9,0.034,152.0,0.99642,3.47,0.4,8.5,6,0,0.23026315789473684,0.03174603174603175
